Series Name,Series Code,Country Name,Country Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Age dependency ratio (% of working-age population),SP.POP.DPND,Belgium,BEL,52.549682304639,52.6037551377273,52.6524341981761,52.6362474206993,52.534650894134,52.4687812133661,52.2773675994313,52.0559766171109,51.9425622544117,52.0144279661342,52.3287119230453,52.7442633911964,53.236903384491,53.7373881178284,54.193605740924,54.7713516344904,55.3290794008081,55.8704656667833,56.4082895996476,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Belize,BLZ,79.3591077857786,78.0693062587379,76.7022574340543,75.1921383269234,73.5471995792795,71.9039133308157,70.2837065214915,68.7073520759676,67.2122522943824,65.8142775603811,63.9519816505563,62.2675205714889,60.6691391073188,59.0914616302366,57.5287401471705,56.3335455124125,55.0854732602002,53.8845637799577,52.8392606137016,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Benin,BEN,93.4299927566932,92.9130814184097,92.2787621536393,91.5710274554511,90.8199360333761,90.6411138944707,90.3747716516356,90.011699688336,89.5357990672712,88.9498369662893,88.6136399159168,88.1103885369468,87.4915409815666,86.8114230756239,86.0977848350733,85.5345861505224,84.8857079752531,84.1664350899012,83.3866501323985,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Bhutan,BTN,75.3778392418229,72.887244886504,70.3163868475522,67.7516346734592,65.2535076368157,63.5364530990358,61.8553789826283,60.2103495409189,58.595994903029,57.0187413817589,55.3455793714457,53.7143420533719,52.1689666475984,50.7622440229208,49.5259753199025,48.3353501754753,47.3714692336582,46.5724999514271,45.8431123716621,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Bolivia,BOL,74.886123308869,74.2944592400855,73.6406296732894,72.9473154664466,72.2232761967228,71.5633582896411,70.8126290462488,70.0047968457985,69.1823970416301,68.3691088304647,67.5525956414145,66.7754538979556,66.0089637234064,65.2107446299457,64.3685000434748,63.623463871929,62.8147403592503,61.9839670266234,61.1964472404396,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Bosnia and Herzegovina,BIH,46.5849389774567,46.5475409912751,46.2941302276748,45.8926023782679,45.3872656584537,44.6211965835601,43.9498599058286,43.3496884259401,42.7710813445621,42.2407843167362,42.3392044314713,42.2470793744868,42.0430009659039,41.995131041851,42.2922954488685,42.856353358083,43.9790668132436,45.4260912327308,46.8319048248137,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Botswana,BWA,70.5079568710101,69.142688177271,67.9625415210002,66.8434143455737,65.7476470198041,64.9713127827724,64.1370081689594,63.3149810907677,62.6055876114975,62.0358025567197,62.093068706514,62.328284130668,62.6682156346391,63.0024037335914,63.2737970129443,63.0563593251405,62.6695574171503,62.1713049096165,61.6315284677996,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Brazil,BRA,53.4421556865362,52.5779174534756,51.7232544344937,50.8902184728125,50.0762427077578,49.2414514426435,48.4596532843871,47.7154460488446,46.9917883263143,46.2933003980814,45.6573642240306,45.0795496472828,44.5602184175111,44.1116978134857,43.7481057517691,43.5775128857445,43.4500607489418,43.3833797933835,43.3913818005851,..
Age dependency ratio (% of working-age population),SP.POP.DPND,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Brunei Darussalam,BRN,48.3840843435534,47.3166835882905,46.3007901144589,45.372295247725,44.4754409082096,44.0515883050946,43.4273539581995,42.7419688573374,42.1063541535569,41.5404449656388,40.7506453204436,40.2421792618629,39.8983679371251,39.5728027031078,39.2034436250663,39.2449988888262,39.0119534959882,38.6956282757216,38.5527721106926,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Bulgaria,BGR,47.1221229587606,46.5559406951512,45.9403814974524,45.3505805841101,44.8585255472216,44.9125846695113,44.9836000053802,45.1591729570069,45.533725492496,46.145403590479,47.2212232720159,48.4027166279201,49.6703698767036,50.9564416775364,52.1897714267056,53.2466619424459,54.3265513629189,55.3214163558228,56.0996180619891,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Burkina Faso,BFA,98.0738004222625,97.8035663887603,97.3928544298358,96.8861168561002,96.3161927038799,96.3275057169774,96.1754785142606,95.8848346295667,95.4575550291235,94.8985985605555,94.7165322297479,94.2981474941527,93.7096354936371,93.0148682548031,92.2404614970802,91.5612541284844,90.8038725664118,89.9517925391388,88.9827197623741,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Burundi,BDI,107.935659723948,105.039751778852,102.225158894972,99.5453516550638,97.0605454117345,95.2276315195211,93.4754148706737,91.9165100446697,90.6655986428105,89.7575646224579,89.7905851780652,89.9537626548692,90.2347333773479,90.5707308914275,90.8999251434,91.1937470444992,91.3591809343263,91.3825124942437,91.2511875885716,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Cabo Verde,CPV,88.9728365290783,85.9841455119538,83.0248545742993,79.8398594733401,76.4018789501956,73.0182027377862,69.4984194038691,66.0492164460007,62.9586099977566,60.3566127646278,58.0303543879546,56.18739953011,54.7525159667118,53.5748362817436,52.5579786197934,51.6784273185999,50.8653403541075,50.121059359117,49.4876046536914,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Cambodia,KHM,76.9680612042562,74.068555402254,71.8585120818772,69.9171485321147,67.9344262212118,65.8388980223795,63.8202460591721,61.8896823594106,60.206639861746,58.881372700517,58.0216216321949,57.125942248316,56.3530362316692,55.8298056670233,55.5726749850255,55.3928119495108,55.4805349891597,55.6907148735824,55.8044118813071,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Cameroon,CMR,92.529978352493,91.7907167423253,91.0156872652078,90.2014208582234,89.3601551579081,89.0532829818502,88.600675548789,88.0744304307422,87.5458169482787,87.0359362016496,86.8091057428393,86.5116059826384,86.1316940048732,85.6335342588988,85.0001973208983,84.4851599042266,83.8192169821528,83.0176316118181,82.1021981149364,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Canada,CAN,46.0067216678359,45.5906569288304,45.2070740800463,44.8342898896357,44.495093004083,44.2369943174355,44.0347757280595,43.9339025932817,43.9767531768617,44.1799447904124,44.6476337433392,45.1391853894768,45.7069754663487,46.3805411151733,47.156455788445,47.8263144313975,48.6160745277263,49.481876508422,50.3619137115277,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Central African Republic,CAF,88.4092906287839,88.5382332449848,88.4481019873768,88.2293523469994,87.9210489823535,88.5393526954541,89.0169610575559,89.3030982271797,89.3059099711041,88.9663977834581,90.2290255114737,91.2068176352394,91.8710823473283,92.2650379906679,92.4402496274904,91.5254079903429,90.3957606131734,89.1077316362292,87.7398584864603,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Chad,TCD,107.763555067792,108.095967624712,108.19718809121,108.054743109825,107.648944740174,107.751170411752,107.533499185829,107.03443166455,106.312861266002,105.428602169832,104.936552679563,104.201701879172,103.292447543931,102.261182306787,101.131862259708,100.370698422523,99.4705588169464,98.4395487485402,97.2876357824433,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Channel Islands,CHI,46.0689898406043,45.9330796995415,45.7451974438164,45.5602557416314,45.4665771554618,45.6567060458652,45.6782447314624,45.4811769957592,45.1240882609294,44.7705191415313,45.4389419863051,46.0227067940169,46.4864913431388,46.794407320935,46.986677568723,47.412902371175,47.7651037286235,48.1170348620028,48.5196233963305,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Chile,CHL,52.9523753382159,52.1141462564011,51.2616741265282,50.3752157158207,49.4740469676003,48.6325031472331,47.8105650669544,47.0450068878979,46.3866619865524,45.8657564263722,45.5512574902593,45.3087423511922,45.1721191320526,45.1601813071934,45.271634186872,45.3018499204829,45.3828389358575,45.5258883363112,45.7212163114553,..
Age dependency ratio (% of working-age population),SP.POP.DPND,China,CHN,45.2523408153918,43.5993398126902,41.606234661809,39.8428260613506,38.5730966495374,37.6015877423412,37.0137663297364,36.7435137159405,36.6013371826769,36.489722882657,36.5541919887164,36.6549076506147,36.834603872708,37.1756398956484,37.7138573515833,38.4988746045366,39.4359455718714,40.4452687500938,41.3961197826969,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Colombia,COL,59.8436940071452,59.1027695507834,58.39792021713,57.5931038594997,56.634567052602,55.6641133960589,54.5261860117794,53.3153535125867,52.1762538271006,51.1828718491393,50.1844994055801,49.3652715536468,48.6836796901042,48.0811270706241,47.5456427995585,47.0200238173727,46.5330296725394,46.1047252046563,45.7441569380256,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Comoros,COM,87.6282187591766,86.4149399325673,85.1487003009562,83.8976970756957,82.7104841793328,81.8470792123758,81.0006065136748,80.1782512624532,79.3635908311043,78.5527146954964,77.9914250015115,77.3958838781142,76.7866296327202,76.1709116976335,75.5470150702934,75.1340594704541,74.6279544791363,74.0505680594387,73.4342960803897,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Congo, Dem. Rep.",COD,94.5313048554191,94.7877675181176,94.9633118632842,95.0650120158466,95.1023858436598,95.6719277888125,96.044230962915,96.2851248710655,96.4574994054233,96.5859360537059,97.1042905332138,97.4559441563328,97.6468305626492,97.6579866343529,97.4793051484169,97.4976526997256,97.2512308578889,96.7864098705267,96.1489626716657,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Congo, Rep.",COG,81.1654393550421,80.8510917266747,80.5290198962689,80.2628714152497,80.0856988758236,79.845785044117,79.6694665380527,79.5294133442533,79.3491085091719,79.0750947599011,79.7995501374216,80.3208610882666,80.6598038706107,80.8524431439864,80.9094021500826,80.7706908265298,80.4642343241024,80.002533041084,79.4000800889047,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Costa Rica,CRI,56.7668689365191,55.3187710011786,53.8129917871409,52.3630369653426,51.0347399123432,49.8027410785326,48.7298311393971,47.7945028475226,46.9599229171841,46.2183773368412,45.7331154978771,45.306578904138,44.9600910213892,44.7160811405402,44.5771677535742,44.5422546118831,44.566920211169,44.6646067981448,44.8416202208223,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Cote d'Ivoire,CIV,87.5045796863194,88.0619075501258,88.4482314812316,88.6655934965598,88.705421854404,88.7068197269791,88.4779007453097,88.0564818756413,87.4967880696123,86.8443018900958,86.1635185048458,85.4442947308702,84.6840342224977,83.8721161599612,83.0206847717815,82.4867319606716,81.8423039216598,81.146021189895,80.4657470050906,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Croatia,HRV,49.4710718174271,49.5984096339961,49.4972349223454,49.3370278448305,49.2056194956329,48.9417441951656,48.8909737944414,48.9951301877882,49.1321428435342,49.2600804847292,49.8751105518454,50.2256258437428,50.3882250418934,50.5973953803035,51.0274354031023,51.6235328816487,52.579572358686,53.7453175068827,54.8523315983273,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Cuba,CUB,45.5819736366849,44.9309343755573,44.0972299751231,43.4035061465847,42.9989680378714,42.7865291401856,42.8233292923651,43.0286070680778,43.2516844344021,43.434221341507,43.5425297951792,43.67286682422,43.8364922351481,44.0573140769423,44.3447133124725,44.8475901094135,45.3158525990875,45.7671852236209,46.2144545528903,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Curacao,CUW,52.8818017036098,52.0327116549979,51.4699464847608,50.9793994216987,50.5792012601319,50.6742196334464,50.5602006688963,50.4243186669279,50.5300172229968,50.9506552567734,51.0182626456806,51.5862495141083,52.4429160390074,53.3058663887196,54.0637007275068,54.6682166037005,55.0245347115357,55.2043977816843,55.4309111538651,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Cyprus,CYP,47.6343778538286,46.8167247994157,46.0172946408364,45.2238490626783,44.4317174053893,43.7984826645247,43.1183736074485,42.46069222775,41.8644069986318,41.3510145122706,41.4085629625532,41.5149338958792,41.7129703619184,41.9914801538353,42.305302136078,42.8501497245386,43.3732011186153,43.8991986273938,44.4155002295322,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Czech Republic,CZE,42.4796972178916,41.7950902923865,41.2264480561204,40.7508542693037,40.4004277234889,40.5237291571367,40.6659061648994,40.9308386512953,41.4363324050445,42.2105502683892,43.4416188213068,44.8140731682181,46.3159571973579,47.8949585570537,49.4973099565417,50.8927324433142,52.39739062264,53.8638618382904,55.0957389808522,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Denmark,DNK,50.2405937421235,50.5052600517984,50.7584664658259,50.9987050124539,51.2416651387425,51.5683909438166,51.8914968164026,52.2258263131148,52.577543723364,52.9459492095595,53.4748426286742,53.9837957652867,54.586553810253,55.2868478735224,55.9833595296141,56.2981523942527,56.6199956477692,56.9149567170267,57.1492195275437,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Djibouti,DJI,77.4356355115754,75.8089723673681,73.8555584545176,71.8875027845845,69.9991318314017,67.0471268910884,64.2540617371816,61.6278448181989,59.2411345471333,57.2026763061587,56.2169353318682,55.472100890601,54.8870558776184,54.2772780333722,53.5462053301437,53.1881216849651,52.5285800143465,51.7489777057565,51.0894531007511,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Dominican Republic,DOM,65.1338598887777,64.4476381199199,63.7689301312751,63.0223805902884,62.1791072075764,61.2776903142442,60.2978161135775,59.2760021737348,58.2868944041889,57.3864372408513,56.6579897057805,56.0278976770946,55.4918433603313,55.0364294877299,54.6507059523573,54.3752310563488,54.1559032846247,53.9881764082554,53.8629214841848,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Ecuador,ECU,65.6895924623725,64.9758174568189,64.186671847411,63.4073031942236,62.6780185631016,61.8181514746411,61.0531968535018,60.3333418266527,59.5922747198358,58.813263359132,58.055588216204,57.2862257043478,56.5498596306304,55.9168412913275,55.4273580765994,54.9684370652673,54.5899471264939,54.2873772642197,54.033761126527,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Egypt, Arab Rep.",EGY,70.1915711861049,68.3709759278522,66.4667236946137,64.7192233109406,63.23792233709,62.0262142002518,61.0347863972674,60.280130892761,59.7943527134846,59.6147021075962,59.7643314394045,60.3249782105042,61.1096886171956,61.8442022773003,62.3790235830238,63.3774856008424,63.8363130332394,64.0110549611599,64.2337169671459,..
Age dependency ratio (% of working-age population),SP.POP.DPND,El Salvador,SLV,72.3527507930632,71.8620753270263,71.2687381707797,70.5666605694015,69.7544976875206,68.3679791158755,67.1016297431547,65.8647398349837,64.5608062875161,63.1693866511867,61.7773142264274,60.2536910441281,58.7560213743112,57.4962040308701,56.5634440807183,55.710039935934,55.1598531304506,54.8447029713715,54.6264891078291,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Equatorial Guinea,GNQ,78.3581246682253,77.2202871555237,76.2742495693672,75.5455275555077,74.9659771842881,73.9790736149243,72.9849159482532,72.134605886458,71.3796112020347,70.6168241196944,69.9785557421522,69.1200661266542,68.2855065779702,67.5473929050231,66.8427086768865,66.5461497872224,66.0269852838638,65.493062807698,64.9656135604108,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Eritrea,ERI,91.681115060877,86.1099650892572,81.3263943837732,77.1953290012887,73.7055928026695,74.012690465812,74.4557674214973,75.079271530788,75.9274348389236,76.9391714132319,79.4192994100995,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Estonia,EST,48.0445974064479,47.7410143451293,47.4288787308416,47.1261513211174,46.8684209955748,47.062324130905,47.2365418280139,47.4901882055502,47.9021296780657,48.4939530609423,49.42764611656,50.4063496756366,51.4449339409525,52.5543989137625,53.7337592138741,54.294371695363,55.1231614681643,56.2096175751875,57.3689086705394,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Eswatini,SWZ,83.2579709096826,82.3675630017502,81.7603781632073,81.1958417785436,80.5695432930697,79.9404998636672,79.3788289861455,78.8876015879236,78.4778528655239,78.1122563335709,77.7919299467635,77.2209514833163,76.556141636221,75.9954804584474,75.5926413074769,74.3195727387813,73.4675212910668,72.7923631314568,71.9578661067186,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Ethiopia,ETH,98.6492465501961,98.7680517114782,98.7419080864253,98.6428275132746,98.4290392306019,97.8442546911732,97.0424898360791,95.9848070368453,94.6730751358578,93.1743265219224,91.3566321579093,89.4983426987836,87.6224325384051,85.7530818970443,83.9197236322995,82.4609780050017,80.9582304275348,79.4820265011684,78.1043233741198,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Fiji,FJI,60.0377912749738,58.0243300136071,56.2483964969921,54.5593359992138,52.9726750724271,52.9018042660392,52.5891376110628,52.0961412864538,51.5574982733918,51.1010746263411,51.3991439788327,51.7574390299526,52.2440666518927,52.8321788718557,53.4224001045628,53.5697436980707,53.7123036901436,53.7569809797127,53.6521063535912,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Finland,FIN,49.4458730628314,49.5670244933856,49.8036293582084,49.9921535010447,50.0743349262587,50.1416522667071,50.0952441496934,50.0792708158271,50.3212177131641,50.9483114065022,52.0227198730612,53.3793360570073,54.9243789106929,56.4570350782054,57.8258663019847,59.0452543455019,60.0766175741488,60.9423994855002,61.6997307208205,..
Age dependency ratio (% of working-age population),SP.POP.DPND,France,FRA,53.8696747007171,53.8977879576279,53.8725777971982,53.8212269776174,53.76490720212,53.8319053696567,53.8629681743731,53.9367071883976,54.1689221643629,54.6309059178848,55.3352475317806,56.2593734180805,57.3243510783714,58.3809916442838,59.3207259286048,60.0759551102856,60.7169878195991,61.2671434464288,61.7953548296815,..
Age dependency ratio (% of working-age population),SP.POP.DPND,French Polynesia,PYF,55.2249494584609,53.6826251203674,52.0978663215866,50.7111906556142,49.6062992125984,48.6457241787781,48.0093294197845,47.57205049822,47.1597623287785,46.7012789666962,46.2478966805795,45.6065994381384,44.9557617030404,44.5962342873564,44.6516431427588,44.261080638043,44.501316250857,45.037685489389,45.4430412706679,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Gabon,GAB,84.6371404501143,83.1918493871399,81.6910811279564,80.1912659221892,78.7441432987769,76.8661414011998,75.1249597143914,73.5627020892124,72.1924429401151,71.0130491504311,69.8183104810175,68.7330091142029,67.8333259441526,67.1241480997812,66.5541589240987,67.20863010995,67.8042576361545,68.3212000006354,68.7031181569981,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Gambia, The",GMB,98.4472348757875,98.0996408347981,97.538542444373,96.7651680001052,95.7986284186481,95.2518363385856,94.4652894718118,93.5165148618292,92.5255636277949,91.5838394846071,91.2546257585416,90.8325761848331,90.3490278072617,89.816873657172,89.2411971080262,89.0089063257163,88.6531700192412,88.1776879113624,87.5751832842232,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Georgia,GEO,50.9339249814546,50.886485350777,50.8270853466583,50.6793604412486,50.3971441080078,49.8305868779449,49.1215132200855,48.3985579868886,47.8176810674256,47.4836185354363,47.6806713570874,48.0144788376601,48.501668895589,49.1533811020161,49.9593831389708,50.9402827995528,51.9817948182743,53.0473120045998,54.0653749697699,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Germany,DEU,47.9159592304807,48.4284355776905,48.9446014211877,49.4440472933971,49.8912304037017,50.364740559451,50.8030262315896,51.2010395606892,51.5319812559294,51.7937457997838,52.0097511222545,52.0953973406867,52.1320952080022,52.2446834584225,52.5216312802673,52.9145728699203,53.4264177539329,54.0428361206484,54.7089075814099,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Ghana,GHA,82.1368266757626,81.0967317959214,79.9060808419518,78.7103295051886,77.585949061669,76.5431254375307,75.5637122928756,74.6300921957985,73.7056521635394,72.7845806844927,72.2877417310203,71.7731151305344,71.2347603002878,70.663340051341,70.0550413966088,69.6450562685164,69.1184172151994,68.5344727529092,67.9605065100603,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Greece,GRC,46.4805712645885,47.0139453948534,47.5938956911579,48.0988235656736,48.4596082329162,49.2507708440748,49.9431562253128,50.5854879886707,51.2545378334588,51.991352297526,52.5494605428365,53.1024032964183,53.6547619798312,54.2089432132799,54.7528925486277,55.0032630461071,55.2895315704161,55.5851598567029,55.8556612838741,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Grenada,GRD,69.0721818300911,65.9232456491458,63.0376849761726,60.6055009157932,58.5916901536503,56.8130193077889,55.2436612650905,53.7506014083891,52.2866972807232,50.9742059262417,50.4995701864404,49.8277857571152,49.220582149262,48.8911979437259,48.8671864388362,48.8906893525083,49.1825998035549,49.6629515241037,50.1380697050938,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Guam,GUM,56.0950536947583,56.2774049217002,56.3846031808987,56.3236006604902,56.0487843322694,55.676142440805,55.0846464764806,54.3933907404351,53.7687471631788,53.2953245329821,52.9031022596706,52.686879097598,52.5912748996404,52.5162683640704,52.438404159132,52.4060269923961,52.3137116737903,52.2385592403134,52.2626328818989,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Guatemala,GTM,90.3222434607598,89.5680679051398,88.8348450614895,87.8926422324338,86.6449255505634,85.1516003729002,83.3371287621678,81.3365236463541,79.3510194110269,77.482756350282,75.4502663074097,73.6491476743761,71.9924997273314,70.3674121227947,68.7450354499227,67.3700123489088,65.9674317386831,64.6021935345889,63.3675023151236,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Guinea,GIN,100.184342866792,100.572418376536,100.634951415363,100.429275912113,100.013810589846,99.7006665110387,99.2305536350794,98.6093581083355,97.8369795979794,96.9197430659055,96.1080706115228,95.144716670868,94.0833566298003,93.0115682555464,91.9882470240959,90.6005836660221,89.2333296064383,87.8858644556414,86.5389561819362,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Guinea-Bissau,GNB,92.5775383277804,91.5160332940465,90.3945556834772,89.2255319884577,88.0558072418538,87.4224164437684,86.7340202748736,86.0297917968419,85.3388421700787,84.6801269206697,84.4559102426267,84.1222587794771,83.7409077481314,83.3578722136454,82.9789340636191,82.8697562231777,82.6737585321717,82.3582408152424,81.8741466906272,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Guyana,GUY,66.568169016603,67.6010729507496,68.6763597346064,69.3105992666674,69.2401732858536,67.215880448542,64.8828219910322,62.422140060896,60.1688833860648,58.3125963793067,57.0526984073946,56.0406441591063,55.248242611608,54.5920134142563,54.0242526903949,53.6907122007591,53.333003678943,53.0567977302913,53.0023221085058,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Haiti,HTI,78.4534072175131,77.2128503633773,76.0278919858008,74.8724178655579,73.7295186964516,72.7401619487831,71.7729997367866,70.807124031344,69.8102736986299,68.768477803058,67.8292210661205,66.8457586610321,65.8501943431203,64.8840271748177,63.9673645593955,63.2179993212281,62.4956259180024,61.7904271851326,61.0883306654706,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Honduras,HND,85.8524067126845,84.504037552285,82.991066646341,81.4390604470261,79.8921898800973,78.1538345217571,76.5014968178493,74.8451775671124,73.0627992613575,71.122766909274,69.1977350046406,67.1555381707063,65.0928484391788,63.1579359683201,61.429606707229,59.8489823907047,58.4934752852887,57.3106156815722,56.2197674459609,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Hong Kong SAR, China",HKG,38.1109268754447,37.678694864522,37.2755566342316,36.8013747292861,36.2295339279162,35.3894646142473,34.5759863110481,33.8478872567493,33.3268895563393,33.1131016023526,33.1294359770647,33.336043529227,33.8067861991633,34.6166873322877,35.7845935242856,36.8918387144264,38.4690345607785,40.402012171315,42.5008081322304,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Hungary,HUN,46.5236089279558,46.187088126917,45.8615673626573,45.5320561869165,45.2127395393732,45.31022036825,45.2922046491628,45.1635401944935,44.9885768504627,44.8274139126108,45.0743635582775,45.3224575943448,45.6535517720986,46.1585933650761,46.8804592243367,47.8707208522541,49.1427083392061,50.5337672766974,51.8088186942445,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Iceland,ISL,52.7945781323725,52.4382873139076,52.1840373415193,51.875867735075,51.4884188708335,50.8633661596222,50.1920991106076,49.5711916160893,49.106528405234,48.8150106450179,49.2721547121607,49.7574209575218,50.3033791845205,50.9164162041561,51.5771049448334,52.0038245769855,52.4740473674395,52.9692128214135,53.4667889939431,..
Age dependency ratio (% of working-age population),SP.POP.DPND,India,IND,63.4281014254602,62.6032528551153,61.7315764251635,60.8392023472969,59.9417432152341,59.2142970399348,58.4720498003484,57.7057028907067,56.8825137506843,55.9862600636258,55.2086374202875,54.307844253388,53.3542663387602,52.4483667544744,51.6434417413448,50.8881370373707,50.2896372563245,49.7751669461253,49.2452417545555,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Indonesia,IDN,54.3523718140406,54.0090054378499,53.7124153016805,53.415616925281,53.0972269392187,52.4142988080915,51.8920850798719,51.5082365177544,51.2407045211712,51.0359912250387,50.5306012564231,50.1328452797281,49.767741891816,49.357239171031,48.8857564512334,48.7144076039521,48.3610188883414,47.9472971244701,47.6350826939663,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Iran, Islamic Rep.",IRN,58.4264847418355,54.8439872770948,51.5571188294279,48.7024234680371,46.3205244189434,44.6616076587935,43.3042597196839,42.2855359934311,41.6031017643815,41.2268379190377,40.9769486355894,40.976102099581,41.203357689186,41.6284038455783,42.2235304863543,42.7499146118352,43.4443394491114,44.2192580384341,44.9552250015721,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Iraq,IRQ,86.0787274425034,85.4191380808135,84.6756008339478,83.9168562646742,83.1509689034405,83.0907809458909,83.0171123512208,82.8700992858365,82.6374776968,82.3656303235622,80.3793347710311,78.5303425340529,76.8332994141582,75.2271343972953,73.654100285337,73.166684364586,72.4310593159324,71.5564988468894,70.7051534003365,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Ireland,IRL,46.040918360833,45.2860292593453,44.764297866961,44.4518104999414,44.3263981214976,44.5973000287936,44.9818597213305,45.4719750008992,46.0304259099342,46.6182649925745,47.9165146082642,49.2114670922869,50.4987913070451,51.7847768088021,53.0544604780929,53.6167327392828,54.1067735806537,54.4931512588771,54.7345746684591,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Israel,ISR,61.4873590183254,61.3200646557069,61.1295129721077,60.998193528861,60.9628271818394,60.5893657269869,60.3650554669987,60.2824943875469,60.3355789224771,60.5449379887912,61.1595150895344,61.8565509796407,62.6170294805032,63.4030931171094,64.1695753524461,65.0135702711428,65.7552628765509,66.395547399915,66.9288614918037,..
